evt,grp,lnk,attendees,maploc,city,subcity,state,street,subcity_lat,subcity_lng,city_id
BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809252,2,https://www.google.com/maps/search/api=1&query=40.666683%2C-73.987846,Union City,Brooklyn,NY,273 13th Street,40.6501038,-73.9495823,19
Fiyah Burn morning dancehall workout,FIYAH maaaddness,https://www.meetup.com/FIYAH2016/events/275703158,1,https://www.google.com/maps/search/api=1&query=920+3rd+ave%2C+5th+Floor%2C+New+York%2C+NY%2C+us,Union City,New York,NY,"920 3rd ave, 5th Floor",40.7127281,-74.0060152,19
SharQui the Bellydance Workout Level 2 with Shimmy Challenge,NYC Bellydance Meetup!,https://www.meetup.com/NYCBellydancers/events/275715090,1,https://www.google.com/maps/search/api=1&query=40.753696%2C-73.991020,Union City,New York,NY,265 W 37th St,40.753741,-73.99060899999999,19
TUESDAY MASH! Social Dance Party in Edgewater NJ (Open Level),"Latin Dance Parties & Events in Bergen County, NJ!!!!",https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,1,https://www.google.com/maps/search/api=1&query=40.828796%2C-73.972725,Union City,Edgewater,NJ,986 River Road,40.827044799999996,-73.97569399999999,20
Tango and Date for Couples,NYC Tango & Date,https://www.meetup.com/NYC-Date-Nights-Out/events/275714381,1,https://www.google.com/maps/search/api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us,Union City,New York,NY,500 8th ave 3rd fl,40.7127281,-74.0060152,19
Sensual Bachata open level ( partnerwork ),Sensual Bachata in New York (Sensual Movement),https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275714368,1,https://www.google.com/maps/search/api=1&query=40.760368%2C-73.985123,Union City,New York ,NY,1601 Broadway 11th floor ,42.6524967,-73.74874009999999,19
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",https://www.meetup.com/jerseycityballroom/events/275779840,1,https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,Union City,Jersey City,NJ,"189 Brunswick St, 3rd Floor",40.723147,-74.042526,20
Daytime Ballroom Social,The New York Ballroom Dance Meetup,https://www.meetup.com/ny-ballroom-dance/events/275726732,1,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,Union City,Nutley,NJ,7 High St,40.8223223,-74.15986629999999,20
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,1,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,Union City,Hoboken,NJ,300 Observer Hwy,40.736194,-74.035038,20
ONLINE - Dirty South Twerkout,Cumbe,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275779846,1,https://www.google.com/maps/search/api=1&query=40.680050%2C-73.945633,Union City,Brooklyn,NY,1368 Fulton St,40.686618100000004,-73.9748413,19
Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,1,https://www.google.com/maps/search/api=1&query=40.784103%2C-73.950455,Union City,New York,NY,1678 3rd Ave,40.7127281,-74.0060152,19
Weekday Mutt Meetup,Harlem Meer Mutts Club,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275767088,1,https://www.google.com/maps/search/api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,Union City,New York,NY,Central Park,40.7127281,-74.0060152,19
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,2,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,Union City,Bayonne,NJ,185 John F. Kennedy Blvd,40.6521283,-74.13546219999999,20
Creating Art,The New York City Crochet/Knitting Meetup Group,https://www.meetup.com/crochet-471/events/275725738,3,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,Union City,New York,NY,158 E 115th St,40.797765000000005,-73.94195500000001,19
[ONLINE] Topics TBD; Presidential transition; Union@Google.com,Current Events Coffee - NYC,https://www.meetup.com/Current-Events-Coffee/events/275393093,14,https://www.google.com/maps/search/api=1&query=40.699646%2C-74.041466,Union City,New York,NY,Internet,42.7454364,-73.7592017,19
Winter Hike Series: Central Park Full Loop,PLACES NYC,https://www.meetup.com/placesnyc/events/275567902,67,https://www.google.com/maps/search/api=1&query=Grand+Army+Plaza%2C+Grand+Army+Plaza%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJ36kJb_BYwokROPefLSa2Knk,Union City,New York,NY,Grand Army Plaza,40.764379600000005,-73.97337390000001,19
Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Pittsburgh,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Pittsburgh/events/275588682,8,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,Union City,New York,NY,Online,40.6988321,-73.9946772,19
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",https://www.meetup.com/jerseychess/events/275648165,4,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,Union City,Hoboken,NJ,1012 Grand St,40.7433066,-74.0323752,20
Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,https://www.meetup.com/E-W-N-Y-C/events/275551803,37,https://www.google.com/maps/search/api=1&query=40.778040%2C-73.978680,Union City,New York,NY,102 W 73rd St,40.778054,-73.978373,19
Museum of Ice Cream- TBD,Classy Dimes NYC ,https://www.meetup.com/classy-dimes-nyc/events/275615173,5,https://www.google.com/maps/search/api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us,Union City,New York ,NY,558 Broadway Avenue,40.6766891,-73.90072420000001,19
JAMS Events Presents: Boxers VS Lingerie,JAMS EVENTS,https://www.meetup.com/meetup-group-jiajbidy/events/275478969,1,https://www.google.com/maps/search/api=1&query=40.710617%2C-73.933624,Union City,New York,NY,Brooklyn,40.6501038,-73.9495823,19
VIRTUAL Monthly Potluck,"Old, Weird & Don't Care Who Knows It",https://www.meetup.com/Old-Weird-Dont-Care-Who-Knows-It/events/275236615,10,https://www.google.com/maps/search/api=1&query=40.678177%2C-73.944160,Union City,Brooklyn,NY,(Mickey will email or private message full sign-in information for this video conference.),40.693601,-73.997609,19
* Central Park Fun Run  & Then Drinks!  *,Meetup's Beginning Runners  Group,https://www.meetup.com/BeginningRunners/events/275711040,4,https://www.google.com/maps/search/api=1&query=40.784611%2C-73.969826,Union City,New York,NY,Central Park West at the corner of W. 85th Street ,40.778168,-73.974531,19
***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,22,https://www.google.com/maps/search/api=1&query=40.762880%2C-73.987976,Union City,New York,NY,350 W 50th St,40.7127281,-74.0060152,19
"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,3,https://www.google.com/maps/search/api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM,Union City,New York,NY,60 E 41st St,40.751774,-73.97926600000001,19
Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",https://www.meetup.com/NYC-Social/events/275529639,2,https://www.google.com/maps/search/api=1&query=40.774240%2C-73.981140,Union City,New York,NY,W 67th St,40.777418100000006,-73.9886877,19
Health-ier Monday: Dinner at XYST (Mediterranean-Inspired Vegan),NYC,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269315957,4,https://www.google.com/maps/search/api=1&query=40.738667%2C-73.994500,Union City,New York,NY,44 W 17th St,40.738444,-73.993328,19
Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,3,https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY+%2C+New+York%2C+NY%2C+us,Union City,New York,NY,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ",40.718765000000005,-73.989317,19
A FRIDAY NIGHT WINE ESCAPE!,Bay Ridge Friends,https://www.meetup.com/bayridgefriends/events/275740701,1,https://www.google.com/maps/search/api=1&query=40.760090%2C-73.992110,Union City,New York,NY,405 W 44th St,40.759843,-73.99173499999999,19
Swan Dive (Free Comedy Show - Every Thursday),NYC Indie Comedy Scene,https://www.meetup.com/Brooklyn-Stand-up-comedy-show-Meetup-Group/events/275780865,1,https://www.google.com/maps/search/api=1&query=40.711578%2C-73.946426,Union City,Brooklyn,NY,647 Grand St,40.6501038,-73.9495823,19
Saturday Night Karaoke!,Queens Madness Karaoke of New York,https://www.meetup.com/MadnessKaraoke/events/275789618,1,https://www.google.com/maps/search/api=1&query=49-10+Skillman+ave.+%2C+Woodside%2C+NY%2C+us,Union City,Woodside,NY,49-10 Skillman ave. ,40.7453529,-73.90978249999999,19
Super Secret Comedy Experience - A LaughEasy Production,Free Drink and Free Stand-Up Comedy Show,https://www.meetup.com/New-York-Underground-Stand-Up-Comedy-Meetup/events/275759682,2,https://www.google.com/maps/search/api=1&query=40.727444%2C-73.986305,Union City,New York,NY,77 E 7th St,40.727339,-73.986802,19
Brooklyn Bridge & Brooklyn Promenade Walk,Shorewalkers,https://www.meetup.com/shorewalkers-members-only/events/275776633,22,https://www.google.com/maps/search/api=1&query=Millennium+Hilton+New+York+Downtown%2C+55+Church+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJh-L3uxlawokRDwLmkKwLIvY,Bayonne,New York,NY,55 Church St,40.7127281,-74.0060152,22
La tourette to highrock and Moses mountain  ,Staten Island Hiking Meetup,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275673141,11,https://www.google.com/maps/search/api=1&query=40.575620%2C-74.147260,Bayonne,Staten Island,NY,1001 Richmond Hill Rd,40.5834557,-74.14960479999999,22
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,9,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,Bayonne,Hoboken,NJ,901 Park Ave,40.7433066,-74.0323752,23
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,3,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,Bayonne,Hoboken,NJ,901 Park Ave,40.7433066,-74.0323752,23
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,https://www.meetup.com/outdooradventuresports/events/275756314,1,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,Bayonne,Newark,NJ,14 Rector Street,40.740752,-74.168407,23
Monthly meeting and Trip planning,New York Caving Meetup Group,https://www.meetup.com/New-York-Cavers/events/275376807,6,https://www.google.com/maps/search/api=1&query=40.735905%2C-74.006180,Bayonne,New York,NY,  569 Hudson St,40.735845,-74.00596,22
Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,1,https://www.google.com/maps/search/api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,Bayonne,New York,NY,Your Guide will meet you when you get out from the train at Poughkeepsie,40.709686,-74.011674,22
Midtown Murder Mystery Scavenger History Hunt,SINGLES TRAVEL AND ADVENTURE!,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275554958,1,https://www.google.com/maps/search/api=1&query=Broadway+Entrance+at+34th%2F35th%2C+New+York%2C+NY%2C+us,Bayonne,New York,NY,Broadway Entrance at 34th/35th,40.857977000000005,-73.930904,22
Urban Athletics: Ride to Fort Totten,"NYC Chill Hiking, Camping, and Other Activities",https://www.meetup.com/NYC-Chill-Hiking-Camping-Meetup/events/275600105,11,https://www.google.com/maps/search/api=1&query=Flatiron+Public+Plaza%2C+27+W+24th+St+Suite+800B%2C+New+York%2C+NY%2C+10010%2C+us&query_place_id=ChIJ8Yt6BKRZwokRQoQtLN9_2T8,Bayonne,New York,NY,27 W 24th St Suite 800B,42.73539279999999,-73.7132298,22
Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275733307,2,https://www.google.com/maps/search/api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck,Bayonne,Brooklyn,NY,1 Oak St,40.6501038,-73.9495823,22
Winter Bereavement Group ,Brooklyn Bereavement & Grief Support Group,https://www.meetup.com/Brooklyn-Bereavement/events/275756593,1,https://www.google.com/maps/search/api=1&query=40.672287%2C-73.978737,Bayonne,Brooklyn,NY,"6th Ave, 1st St - Park Slope",40.679877000000005,-73.974958,22
1 Private Introductory Session (40 min) + 1 Trial online class for $25,BodynBrain Yoga & Taichi in BayRidge,https://www.meetup.com/bodynbrain-bayridge/events/275692554,2,https://www.google.com/maps/search/api=1&query=40.626270%2C-74.030197,Bayonne,Brooklyn,NY,8206 3rd Ave,40.6501038,-73.9495823,22
New York Buddha Dharma ,Buddhist Events New York,https://www.meetup.com/BuddhistEventsNewYork/events/275669400,2,https://www.google.com/maps/search/api=1&query=40.712784%2C-74.005943,Bayonne,New York,NY,"64 Fulton Street, Suite, 400, press 4 on the buzzer",40.730562,-73.990635,22
Primordial Qigong,Primordial Qigong and Taiji Healing,https://www.meetup.com/Primordial-Qigong/events/275734703,3,https://www.google.com/maps/search/api=1&query=40.717136%2C-73.998001,Bayonne,New York,NY,191 Canal St,40.7127281,-74.0060152,22
Meditation for Beginners - Free Webinar & Online offerings,Inner Engineering New York (Isha Yoga & Meditation Classes),https://www.meetup.com/Inner-Engineering-New-York-Isha-Yoga-Meditation-Classes/events/275796627,2,https://www.google.com/maps/search/api=1&query=..%2C+New+York%2C+ny%2C+10001%2C+us,Bayonne,New York,NY,..,40.7127281,-74.0060152,22
"Introduction to Somatic Therapy, Core Energetics & Body-Based Psychotherapy",Energy Healers NYC,https://www.meetup.com/EnergyHealersNYC/events/275777601,1,https://www.google.com/maps/search/api=1&query=40.746738%2C-73.992882,Bayonne,New York,NY,150 W 28th St suite 1101 b,40.746883200000006,-73.9928245,22
No appointment neccessary,Community Class,https://www.meetup.com/Community-Class-Half-Price-Yoga/events/275752576,1,https://www.google.com/maps/search/api=1&query=628+Metropolitan+Avenue%2C+Brooklyn%2C+NY%2C+us,Bayonne,Brooklyn,NY,628 Metropolitan Avenue,40.7139376,-73.952637,22
Introduction to Core Energetics (Body-Oriented Psychotherapy),"Love, Happiness & Success NYC",https://www.meetup.com/LoveHappinessSuccess/events/275777603,1,https://www.google.com/maps/search/api=1&query=150W+W+28th+St%2C+150W+W+28th+St%2C+New+York%2C+NY%2C+10001%2C+us&query_place_id=ChIJqcY2ia9ZwokRoPagk6l4gsM,Bayonne,New York,NY,150W W 28th St,40.746583,-73.991653,22
ONLINE Lunchtime Meditation ,Meditation in Maplewood and Millburn,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275790380,1,https://www.google.com/maps/search/api=1&query=40.720901%2C-74.288803,Bayonne,Vauxhall,NJ,2933 Vauxhall Road,40.73149,-74.28293000000001,23
Winter pool session,New York Kayak Polo,https://www.meetup.com/NYkayakpolo/events/275524265,7,https://www.google.com/maps/search/api=1&query=40.727726%2C-74.073105,Bayonne,Jersey City,NJ,870 Montgomery St,40.726563,-74.070814,23
Pick-Up Soccer,Staten Island FC,https://www.meetup.com/meetup-group-omrxaotc/events/275692537,1,https://www.google.com/maps/search/api=1&query=40.568990%2C-74.100620,Bayonne,Staten Island,NE,New Dorp Lane,40.5698282,-74.10864980000001,24
Open play soccer,Staten Island SportsPlex,https://www.meetup.com/Staten-Island-SportsPlex/events/275738661,1,https://www.google.com/maps/search/api=1&query=215+Schmidts+Ln.%2C+Staten+Island%2C+NY%2C+us,Bayonne,Staten Island,NY,215 Schmidts Ln.,40.608971000000004,-74.119019,22
MARTIN LUTHER KING'S DAY GAME,Parade Grounds Pickup Soccer/Football Group,https://www.meetup.com/Brooklyn-Soccer-Meetup-BgGxxbNI/events/275746399,17,https://www.google.com/maps/search/api=1&query=40.650830%2C-73.964800,Bayonne,Brooklyn,NY,1616 Caton Ave Coney Island Ave between Caton & Parkside Avenues,40.656437,-73.947263,22
Tuesday Morning LSP Run,Jersey City Runners,https://www.meetup.com/jcrunners/events/275722746,3,https://www.google.com/maps/search/api=1&query=40.716812%2C-74.048752,Bayonne,Jersey City,NJ,426 Jersey Ave,40.7281575,-74.0776417,23
Outdoor No Equipment Training,No Equipments Outdoor Workouts,https://www.meetup.com/meetup-group-VVgRhGLM/events/275708946,1,https://www.google.com/maps/search/api=1&query=Washington+Square+Park%2C+Washington+Square%2C+New+York%2C+NY%2C+10012%2C+us&query_place_id=ChIJjX494pBZwokRGH620d9eYfo,Bayonne,New York,NY,Washington Square,42.6622728,-73.7695467,22
Sunday Football @  Calvert Vaux ,NYC/Brooklyn Touch/Flag Football,https://www.meetup.com/BrooklynFootball/events/275309919,20,https://www.google.com/maps/search/api=1&query=40.586002%2C-73.992090,Bayonne,Brooklyn,NY,1990 Shore Pkwy,40.72679,-73.263672,22
9v9 evening soccer at Battery Park City (with lights),JUST PLAY Pickup Soccer in New York,https://www.meetup.com/just-play-soccer/events/275714529,17,https://www.google.com/maps/search/api=1&query=40.716110%2C-74.014046,Bayonne,New York,NY,Hudson River Greenway,40.7861275,-73.9846061,22
Monday NIght Introduction to Kokikai Aikido,Aikido Kokikai NYC,https://www.meetup.com/Aikido-Kokikai-NYC/events/275715160,1,https://www.google.com/maps/search/api=1&query=250+Front+St%2C+250+Front+St%2C+New+York%2C+NY%2C+10038%2C+us&query_place_id=ChIJ1cx3UyNawokRCl-NaaDqx-U,Bayonne,New York,NY,250 Front St,40.707978999999995,-74.001449,22
co-ed monday futbol,Friendly Brooklyn Pickup Soccer,https://www.meetup.com/Friendly-Pickup-Soccer-in-Brooklyn/events/275793545,14,https://www.google.com/maps/search/api=1&query=Parkside+Ave+%26+Parade+Pl%2C+Brooklyn%2C+NY%2C+11226%2C+us,Bayonne,Brooklyn,NY,Parkside Ave & Parade Pl,40.650887,-73.96465400000001,22
"East River Park Field East River Promenade, New York, NY 10002",Manhattan Weekday Evening Coed Soccer 2,https://www.meetup.com/Manhattan-Weekday-Evening-Soccer-2/events/275711311,6,https://www.google.com/maps/search/api=1&query=40.712166%2C-73.976910,Bayonne,New York,NY,East River Promenade,40.714269,-74.005973,22
Evening Tennis,Evening Tennis,https://www.meetup.com/Evening-Tennis/events/275568268,0,https://www.google.com/maps/search/api=1&query=40.728817%2C-74.012199,Bayonne,New York,NY,92 Hudson River Greenway,40.7476908,-74.0080082,22
Wednesday at McLaughlin park 6:45 AM,Brooklyn Pickup Soccer,https://www.meetup.com/BrklynPickupSoccer/events/275744575,1,https://www.google.com/maps/search/api=1&query=40.695824%2C-73.986343,Bayonne,Brooklyn,NY,112 Tilary St,40.696013,-73.986273,22
ZOOM EVENT: WHY ARE SOME PEOPLE CRUEL,Cafe Philo New York,https://www.meetup.com/New-York-Cafe-Philo/events/275622033,5,https://www.google.com/maps/search/api=1&query=40.704727%2C-74.010640,Bayonne,New York,NY,10 South William St,40.704803999999996,-74.01039399999999,22
"weekly astronomy / physics, see details section for RSVP info, sometimes cancels","#""AAA.org & Darwin fans!"" Astronomy, Evolution, Science, NYC",https://www.meetup.com/NYC-Evolution-Meetup/events/275687387,3,https://www.google.com/maps/search/api=1&query=40.712784%2C-74.005943,Bayonne,New York,NY,link in description of event,40.799948,-73.95119,22
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,https://www.meetup.com/photography-classes-nyc/events/274851102,1,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,Bayonne,New York,NY,51 W 14th St #3r,42.724563399999994,-73.7009225,22
Mini Stand Up Comedy Show,Park Slope Out Door Comedy,https://www.meetup.com/Brooklyn-Comedy-and-Dessert/events/275577009,3,https://www.google.com/maps/search/api=1&query=40.668129%2C-73.986946,Bayonne,Brooklyn,NY,471 5th Ave,40.6501038,-73.9495823,22
Lets meet some wolves ,A little bit of this and a little of that,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,26,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,Bayonne,Columbia,NJ,89 Mount Pleasant Road,39.6378952,-74.6987704,23
Wine and Chocolate at Le Prive,Wine and Chocolate,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,10,https://www.google.com/maps/search/api=1&query=Le+Priv%C3%A9%2C+626+10th+Ave%2C+New+York%2C+NY%2C+10036%2C+us&query_place_id=ChIJzdsrBVJYwokRcgaS-AtJMT4,Bayonne,New York,NY,626 10th Ave,40.7127281,-74.0060152,22
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,6,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,Bayonne,Secaucus,NJ,151 Front St,40.790721999999995,-74.058921,23
Secrets of Healthy Indian cooking--Learn from Mukti,Mukti's Kitchen,https://www.meetup.com/MuktisKitchen/events/275795016,1,https://www.google.com/maps/search/api=1&query=816+Beverley+Road%2C+Brooklyn%2C+NY%2C+11218%2C+us,Bayonne,Brooklyn,NY,816 Beverley Road,40.643516,-73.971522,22
Vegan Trifecta in Greenpoint,NYC Vegans,https://www.meetup.com/nycvegans/events/269358168,95,https://www.google.com/maps/search/api=1&query=40.723590%2C-73.950500,Bayonne,Brooklyn,NY,620 Manhattan Ave,40.6979098,-73.9991942,22
Write-In!,Staten Island Writers,https://www.meetup.com/StatenIsland-Writers/events/275733509,1,https://www.google.com/maps/search/api=1&query=Barnes+%26+Noble%2C+2655+Richmond+Ave+Suite+1590%2C+Staten+Island%2C+NY%2C+10314%2C+us&query_place_id=ChIJCUcr0WRMwokRhT01xPEZBTo,Bayonne,Staten Island,NY,2655 Richmond Ave Suite 1590,40.5827357,-74.165911,22
The Cornwall Writers' Circle,The Cornwall Writers Circle,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275736365,4,https://www.google.com/maps/search/api=1&query=40.742947%2C-73.984604,Bayonne,New York,NY,See Description Box for,40.867384,-73.926406,22
Shut Up & Write! East Village/Lower East Side,Shut Up & Write! NYC,https://www.meetup.com/shutupandwriteNYC/events/275778873,1,https://www.google.com/maps/search/api=1&query=40.723694%2C-73.987831,Bayonne,New York,NY,26 1st Avenue,40.7587979,-73.96234270000001,22
Bring your Songs & Sing Live,Recording Artists and Songwriters Team,https://www.meetup.com/Recording-Artists-and-Songwriters-Team/events/275274150,2,https://www.google.com/maps/search/api=1&query=40.629810%2C-74.029884,Bayonne,Brooklyn,NY,243 78th St,40.62973,-74.030465,22
Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,https://www.meetup.com/JC-Studios-Music-Jam/events/275777858,1,https://www.google.com/maps/search/api=1&query=40.719975%2C-74.045036,Bayonne,Jersey City,NJ,143 Christopher Columbus Dr,40.717040000000004,-74.03389,23
Welcome to Social Travelers! ,Social Travelers of New York City,https://www.meetup.com/SocialTravelersNYC/events/275733793,1,https://www.google.com/maps/search/api=1&query=147+Prince+Street%2C+4th+Floor%2C+Brooklyn%2C+ny%2C+11201%2C+us,Bayonne,Brooklyn,NY,"147 Prince Street, 4th Floor",40.67941,-73.98151899999999,22
Acoustic Tuesdays,Acoustic Tuesdays,https://www.meetup.com/meetup-group-gncSsqbT/events/275690146,2,https://www.google.com/maps/search/api=1&query=40.673817%2C-73.962820,Bayonne,Brooklyn,NY,769 Washington Avenue,40.67898710000001,-73.963835,22
Learn To Sing Harmony and Enjoy Performing In NYC,Big Apple Chorus,https://www.meetup.com/Big-Apple-Chorus/events/275572844,4,https://www.google.com/maps/search/api=1&query=40.746433%2C-73.981026,Bayonne,New York,NY,111 East 33rd St.,40.746303000000005,-73.981473,22
Musician Network & Jam Session,Musician Network & Jam Sessions Meetup,https://www.meetup.com/Brooklyn-Jam-Sessions-Meetup/events/275716628,1,https://www.google.com/maps/search/api=1&query=40.670956%2C-73.930641,Bayonne,Brooklyn,NY,227 Utica Avenue,40.6486404,-73.9303975,22
UPDATE: SING-ACT-PLAY Private Lessons/Events for Singers/Actors/Instrumentalists,SOMETHING TO SING ABOUT IN NEW YORK,https://www.meetup.com/SOMETHING-TO-SING-ABOUT-IN-NEW-YORK/events/275725524,1,https://www.google.com/maps/search/api=1&query=40.760002%2C-73.994858,Bayonne,New York,NY,484 W 43rd St,40.760115,-73.994114,22
Drinking Liberally Downtown Brooklyn,Drinking Liberally Downtown Brooklyn and NYC,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275714269,1,https://www.google.com/maps/search/api=1&query=76+4th+Ave%2C+Brooklyn%2C+NY%2C+11217%2C+us,Bayonne,Brooklyn,NY,76 4th Ave (between Bergen and St. Marks),40.686690000000006,-73.990915,22
"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,https://www.meetup.com/RadFemActivists/events/274910866,1,https://www.google.com/maps/search/api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,Bayonne,New York,NY,New York,40.7127281,-74.0060152,22
Rise and Resist Meeting,Rise and Resist,https://www.meetup.com/rise-and-resist/events/275736050,1,https://www.google.com/maps/search/api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us,Bayonne,Brooklyn,NY,320 West 37th Street,40.580849,-74.00397,22
Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790763,2,https://www.google.com/maps/search/api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us,Bayonne,New York,NY,Cyberspace,40.714269,-74.005973,22
Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,https://www.meetup.com/nycpermaculture/events/275771409,6,https://www.google.com/maps/search/api=1&query=1095+Sixth+Ave+%2C+New+York%2C+NY%2C+10018%2C+us,Bayonne,New York,NY,1095 Sixth Ave ,40.754842,-73.98411800000001,22
Weekly Thursday Meetup,The Original Drinking Liberally NYC,https://www.meetup.com/drinkingliberallynyc/events/275777840,1,https://www.google.com/maps/search/api=1&query=40.760040%2C-73.991821,Bayonne,New York,NY,627 9th Avenue,40.761579499999996,-73.9905641,22
