state,city,category,event_name,group_name,attendees,event_link,lat,lng,population
NJ,Kearny,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,Sunday Brunch,Weekend Brunch Meetup,22,https://www.meetup.com/Weekend-Brunch-Meetup/events/273634431,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,Vegan Trifecta in Greenpoint,NYC Vegans,101,https://www.meetup.com/nycvegans/events/269358168,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,Learn to Make Mochi,Culinary Enthusiasts of NYC,1,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,https://www.meetup.com/Romantic-Cooking-Club/events/275852591,40.7528,-74.1202,41058
NJ,Kearny,Food & Drink,Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,40.7528,-74.1202,41058
NJ,Kearny,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,https://www.meetup.com/bisexual-nyc/events/275652731,40.7528,-74.1202,41058
NJ,Kearny,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,40.7528,-74.1202,41058
NJ,Kearny,LGBTQ,Brunch @Blvd Bistro,KINGZ,5,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,40.7528,-74.1202,41058
NJ,Kearny,LGBTQ,"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,40.7528,-74.1202,41058
NJ,Kearny,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,40.7528,-74.1202,41058
NJ,Kearny,Pets,New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,https://www.meetup.com/basenji-nyc/events/275923078,40.7528,-74.1202,41058
NJ,Kearny,Pets,Weekday Mutt Meetup,Harlem Meer Mutts Club,3,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,40.7528,-74.1202,41058
NJ,Kearny,Pets,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,40.7528,-74.1202,41058
NJ,Kearny,Pets,Pet Loss Support Group (Virtual),Plans for Pups (PfP) -- We have plans for pups!,3,https://www.meetup.com/PlansForPups/events/275830069,40.7528,-74.1202,41058
NJ,Kearny,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,40.7528,-74.1202,41058
NJ,Kearny,Hobbies & Crafts,Creating Art,The New York City Crochet/Knitting Meetup Group,3,https://www.meetup.com/crochet-471/events/275865143,40.7528,-74.1202,41058
NJ,Fort Lee,Family,My Gym Little Bundles Classes,JCFamilies,1,https://www.meetup.com/JCFamilies/events/275886037,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,Let's Meet Up for Happy Hour,NYC Bicycle Commuting,4,https://www.meetup.com/NYC-Bicycle-Commuting/events/275287046,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,B2B Virtual Networking Event: How to Achieve Future Goals Right Now,Bergen Community College Education and Events,1,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275844257,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,BCI Hardware & Deep Learning Project Night,NYC Brain-Computer Interface meetup,4,https://www.meetup.com/NYC-BCI-meetup/events/275755153,40.8509,-73.9712,38605
NJ,Fort Lee,Learning,Jolly January,Humorous Toastmasters,3,https://www.meetup.com/Toastmasters-New-York/events/275917096,40.8509,-73.9712,38605
NJ,Fort Lee,Photography,Photography thru The Met,Michael Downey Photography,1,https://www.meetup.com/MAD-Photo-Excursions/events/275653524,40.8509,-73.9712,38605
NJ,Fort Lee,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,https://www.meetup.com/photography-classes-nyc/events/274851102,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Monthly 350NYC Meeting,350NYC,5,https://www.meetup.com/350-org-New-York/events/275896975,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790758,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Rise and Resist Meeting,Rise and Resist,1,https://www.meetup.com/rise-and-resist/events/275876132,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,6,https://www.meetup.com/nycpermaculture/events/275771409,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,"Volunteer with 10,000 PB&Js",Volunteer NYC,2,https://www.meetup.com/volunteernyc/events/275837257,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,An-Cap After Work,New York Anarcho-Capitalist Meetup,1,https://www.meetup.com/nycancap/events/275897559,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,The Original Drinking Liberally Weekly Thursday Meetup,Drinking Liberally Downtown Brooklyn and NYC,1,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275918383,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Weekly Thursday Meetup,The Original Drinking Liberally NYC,1,https://www.meetup.com/drinkingliberallynyc/events/275918400,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Singles by Neighborhood-,2,https://www.meetup.com/Singles-by-Neighborhood/events/275830611,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,MONTHLY NOnprofit and volunteering networking,NYC Non-Profit Meetup Club (NYCNP),1,https://www.meetup.com/NYCNonprofit/events/275895490,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,LES Chapter: Food Distribution,"10,000 PB&Js",1,https://www.meetup.com/10000PBandJs/events/275837258,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,Stay strong being alive in NYC!!!,The Neighbors,0,https://www.meetup.com/The-Neighbors/events/275824985,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,LIVE OPEN NYC DISCUSSION SOCIETY BIWEEKLY MEETING,Online Live NYC Open Discussion Society,1,https://www.meetup.com/ONLINE-LIVE-NYC-OPEN-DISCUSSION-SOCIETY/events/275909971,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,https://www.meetup.com/RadFemActivists/events/274910866,40.8509,-73.9712,38605
NJ,Fort Lee,Movements,The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,https://www.meetup.com/QueensLibertarians/events/275753509,40.8509,-73.9712,38605
NJ,Fort Lee,LGBTQ,Brunch @Blvd Bistro,KINGZ,5,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,40.8509,-73.9712,38605
NJ,Fort Lee,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,40.8509,-73.9712,38605
NJ,Fort Lee,LGBTQ,"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,40.8509,-73.9712,38605
NJ,Fort Lee,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,https://www.meetup.com/bisexual-nyc/events/275652731,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Thursday Gaming!,NYC VTES,1,https://www.meetup.com/nyc-vtes/events/275919850,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,https://www.meetup.com/Sonicboxx/events/275832966,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,https://www.meetup.com/mostlygo/events/275872846,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,MONDAY - DEEP STACK 5/5 PLO @ Luxury Poker Lounge (Flatiron),Poker Night Out NYC,1,https://www.meetup.com/Poker-Night-Out-NYC/events/275851577,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,https://www.meetup.com/SettlersNYC/events/275873896,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,https://www.meetup.com/NYC-DND/events/269487570,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,NLH poker game 1/3,NY NL Holdem game,1,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275854187,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Modern Masters:  TBD,The Science Fiction Society of Northern New Jersey,2,https://www.meetup.com/science-fiction-society-northern-nj/events/275921294,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Thursday Poker Game NLH $1-3 8:30pm,New York Poker Club - Queens Flushing,1,https://www.meetup.com/new-york-poker-club-queens-flushing/events/275922158,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,40.8509,-73.9712,38605
NJ,Fort Lee,Sci-Fi & Games,Open Gaming & Game Club: Wingspan!,"Today, After Work (Board Games)",0,https://www.meetup.com/After-Work-Board-Games/events/275919699,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,https://www.meetup.com/WomenofcultureNYC/events/275880021,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,RSVP so you remember to change clocks >>>>> Spring Forward,Random Fun Stuff I Want To Do On a Short Notice Club,9,https://www.meetup.com/Random-Fun-Stuff-I-Want-To-Do-On-a-Short-Notice-Club/events/275836480,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,https://www.meetup.com/steampunk/events/275520135,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,https://www.meetup.com/Jersey-City-Artists/events/275733289,40.8509,-73.9712,38605
NJ,Fort Lee,Arts,[Virtual] Let's Draw: Every Saturday !,Imaginative Illustrators Of NYC,6,https://www.meetup.com/Imaginative-Illustrators-Of-NYC/events/275157782,40.8509,-73.9712,38605
NJ,Fort Lee,Hobbies & Crafts,Creating Art,The New York City Crochet/Knitting Meetup Group,3,https://www.meetup.com/crochet-471/events/275865143,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Walk in Central Park!,Make New Friends in The Big Apple (NYC),15,https://www.meetup.com/new-friends-social-butterflies/events/275836198,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Winter Hike Series: Central Park Full Loop,PLACES NYC,83,https://www.meetup.com/placesnyc/events/275567902,40.8509,-73.9712,38605
NJ,Fort Lee,Social,* Central Park Fun Run 🏃 & Then Drinks! 🍺🍷🍹 *,Meetup's Beginning Runners 🏃 Group,4,https://www.meetup.com/BeginningRunners/events/275711040,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Let's meetup and say hello to old and new tall friends,Tall Club of New York City,5,https://www.meetup.com/tall-14/events/274933931,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,33,https://www.meetup.com/E-W-N-Y-C/events/275551803,40.8509,-73.9712,38605
NJ,Fort Lee,Social,"All My Single Ladies, All My Single Ladies! Let's Brunch!","NJ Ladies - Create, Travel & Dine Together",3,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275835687,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Vision Board 2021,Flawless Ladies of NYC,11,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,40.8509,-73.9712,38605
NJ,Fort Lee,Social,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,https://www.meetup.com/GilligansAdventures/events/275885441,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Sunday afternoon Wine Tasting,Young Black Women in NY,4,https://www.meetup.com/young-black-women-in-nyc/events/275895128,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,4,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Afternoon Bowling (Multi Group),Social Sidekicks...45+,17,https://www.meetup.com/Social-Sidekicks-45/events/269310348,40.8509,-73.9712,38605
NJ,Fort Lee,Social,***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,https://www.meetup.com/jerseychess/events/275828886,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",2,https://www.meetup.com/NYC-Social/events/275529639,40.8509,-73.9712,38605
NJ,Fort Lee,Social,"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Dinner at Brasserie 8 1/2,NYC,5,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269316083,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,https://www.meetup.com/Singles-NYC-International/events/275473516,40.8509,-73.9712,38605
NJ,Fort Lee,Social,Museum of Ice Cream- TBD,Classy Dimes NYC ✨✨✨,4,https://www.meetup.com/classy-dimes-nyc/events/275615173,40.8509,-73.9712,38605
NJ,Fort Lee,Social,A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,https://www.meetup.com/bayridgefriends/events/275852084,40.8509,-73.9712,38605
NJ,Bridgeton,Outdoors & Adventure,Cohanzick Zoo and Bridgeton City Park,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,25,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275615155,39.4286,-75.2281,33379
NJ,Bridgeton,Movements,Field Trip - Parvin State Park,Gloucester County Nature Club,12,https://www.meetup.com/Gloucester-County-Nature-Club/events/275638255,39.4286,-75.2281,33379
NJ,Franklin,Outdoors & Adventure,Skiing/snowboarding & Snow Tubing at Mountain Creek NJ (transportation provided),"NY to Anywhere, Road Trips Meetup Group (car not needed)",14,https://www.meetup.com/New-York-Roadtrips-Meetup-Group/events/275395162,41.1101,-74.5886,33153
NJ,Franklin,Outdoors & Adventure,Pequannock Watershed - Echo Lake and Kanouse Mountain ,Trail Shrinks,37,https://www.meetup.com/trailshrinks/events/273158875,41.1101,-74.5886,33153
NJ,Franklin,Health & Wellness,Book of the Month Club,Tree of Health Spirit-Mind-Body Wellness Group,4,https://www.meetup.com/Tree-of-Health-Spirit-Mind-Body-Wellness-Group/events/275550946,41.1101,-74.5886,33153
NJ,Franklin,Beliefs,"Book Group - ""The Naked Now"" by: Richard Rohr",Unity of Sussex County Meet Up,1,https://www.meetup.com/Unity-of-Sussex-County-Meet-Up/events/275893713,41.1101,-74.5886,33153
NJ,Franklin,Beliefs,Get-together,Crossover Now Christian Meetup Group,1,https://www.meetup.com/crossover-now-christian-meetup-group/events/274845999,41.1101,-74.5886,33153
NJ,Franklin,Beliefs,Group Meditation - on hiatus,Bodhi Monastery Buddhist Dharma Discussion,1,https://www.meetup.com/Bodhi-Monastery/events/275823336,41.1101,-74.5886,33153
NY,New York,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,https://www.meetup.com/New-York-Cavers/events/275376807,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Kite Drinks NYC,NYC Kiteboarding,3,https://www.meetup.com/NYCKiteboarding/events/275786860,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,https://www.meetup.com/FreeWalkers/events/275895708,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,24,https://www.meetup.com/AfternoonHiking/events/275489061,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Snow-Shoeing Adventure,Outsiders NY,3,https://www.meetup.com/Outsiders-NY/events/275732322,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,New Year Winter Hike and Bonfire: Level 4,SINGLES TRAVEL AND ADVENTURE!,2,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275696667,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275895919,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Everything has a Silver Lining ,Staten Island Hiking Meetup,3,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275709345,40.6943,-73.9249,18713220
NY,New York,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,40.6943,-73.9249,18713220
NY,New York,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,40.6943,-73.9249,18713220
NY,New York,Family,My Gym Little Bundles Classes,JCFamilies,1,https://www.meetup.com/JCFamilies/events/275886037,40.6943,-73.9249,18713220
NY,New York,Learning,Let's Meet Up for Happy Hour,NYC Bicycle Commuting,4,https://www.meetup.com/NYC-Bicycle-Commuting/events/275287046,40.6943,-73.9249,18713220
NY,New York,Learning,BCI Hardware & Deep Learning Project Night,NYC Brain-Computer Interface meetup,4,https://www.meetup.com/NYC-BCI-meetup/events/275755153,40.6943,-73.9249,18713220
NY,New York,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,40.6943,-73.9249,18713220
NY,New York,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,40.6943,-73.9249,18713220
NY,New York,Learning,Jolly January,Humorous Toastmasters,3,https://www.meetup.com/Toastmasters-New-York/events/275917096,40.6943,-73.9249,18713220
NY,New York,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,40.6943,-73.9249,18713220
NY,New York,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,40.6943,-73.9249,18713220
NY,New York,Learning,Toastmasters Meeting,Bay Ridge Toastmasters,1,https://www.meetup.com/Bay-Ridge-Toastmasters/events/275896680,40.6943,-73.9249,18713220
NY,New York,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,40.6943,-73.9249,18713220
NY,New York,Writing,ONLINE[😠] POETRY READING WITH DISCUSSION & CRITIQUE,The Poetry Society Peace For All Guild Parlor,3,https://www.meetup.com/THE-POETRY-SOCIETY-PEACE-FOR-ALL-GUILD-PARLOR/events/275910848,40.6943,-73.9249,18713220
NY,New York,Writing,Astoria Writers Write(!),Astoria Writers Group,6,https://www.meetup.com/astoriawritersgroup/events/274487949,40.6943,-73.9249,18713220
NY,New York,Writing,Washington Heights Writers' Group weekly meeting,Washington Heights Writers' Group,3,https://www.meetup.com/washington-heights-writers-group/events/275824818,40.6943,-73.9249,18713220
NY,New York,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,https://www.meetup.com/Panera-Collective/events/275831786,40.6943,-73.9249,18713220
NY,New York,Writing,"First session of Do the Write Thing, with Rafi Zabor:","Do the Write Thing, with Rafi Zabor",1,https://www.meetup.com/Do-the-Write-Thing-with-Rafi-Zabor/events/275829023,40.6943,-73.9249,18713220
NY,New York,Writing,NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write!® NYC,1,https://www.meetup.com/shutupandwriteNYC/events/275897875,40.6943,-73.9249,18713220
NY,New York,Music,SHADOW LAST SATURDAYS @ MIST Harlem,"NY Reggae, Dancehall & Soca",4,https://www.meetup.com/NY-Reggae-Dancehall-Things/events/275570385,40.6943,-73.9249,18713220
NY,New York,Music,Learn To Sing Harmony and Enjoy Performing In NYC,Big Apple Chorus,3,https://www.meetup.com/Big-Apple-Chorus/events/275854177,40.6943,-73.9249,18713220
NY,New York,Music,The date WAS MOVED AGAIN!!! Let's work in pairs (writer+musician) PROJECT,NYC Songwriting Meetup,217,https://www.meetup.com/NYC-Songwriting-Meetup/events/239646194,40.6943,-73.9249,18713220
NY,New York,Music,CHUCK WAGON BEE @ THE VIRTUAL ONLINE[😠]AIRTIME BARN DANCE HALL HOUR,Maybelle Carter NYC Women's String Instruments Workshop,1,https://www.meetup.com/MAYBELLE-CARTER-NYC-WOMENS-STRING-INSTRUMENTS-WORKSHOP-R-TM/events/275846492,40.6943,-73.9249,18713220
NY,New York,Music,Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,40.6943,-73.9249,18713220
NY,New York,Music,Unique Art,Artists Meetup,2,https://www.meetup.com/Artists-Meetup/events/275865117,40.6943,-73.9249,18713220
NY,New York,Music,Welcome to Social Travelers! ,Social Travelers of New York City,1,https://www.meetup.com/SocialTravelersNYC/events/275873575,40.6943,-73.9249,18713220
NY,New York,Music,UPDATE: SING-ACT-PLAY Private Lessons/Events for Singers/Actors/Instrumentalists,SOMETHING TO SING ABOUT IN NEW YORK,1,https://www.meetup.com/SOMETHING-TO-SING-ABOUT-IN-NEW-YORK/events/275887007,40.6943,-73.9249,18713220
NY,New York,Music,Bring your Songs & Sing Live,Recording Artists and Songwriters Team,2,https://www.meetup.com/Recording-Artists-and-Songwriters-Team/events/275274150,40.6943,-73.9249,18713220
NY,New York,Music,Musician Network & Jam Session,Musician Network & Jam Sessions Meetup,1,https://www.meetup.com/Brooklyn-Jam-Sessions-Meetup/events/275856020,40.6943,-73.9249,18713220
