,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
648,NJ,Sayreville,Beliefs,Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,40.4656,-74.3237,44173,https://www.meetup.com/kangetsu-809/events/275897751,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/?api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us
649,NJ,Sayreville,Beliefs,The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,40.4656,-74.3237,44173,https://www.meetup.com/zen-4/events/275896877,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/?api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us
650,NJ,Sayreville,Beliefs,All are welcome to join us OR email: breakthrough99@msn.com,Your BREAKTHROUGH is right around the corner!,0,40.4656,-74.3237,44173,https://www.meetup.com/New-Church-in-the-neighborhood/events/275829305,NJ,Aberdeern,95 Cambridge Drive,https://www.google.com/maps/search/?api=1&query=95+Cambridge+Drive%2C+Aberdeern%2C+NJ%2C+us
652,NJ,Sayreville,Social,John A. Phillips 🌳🚶🚶‍♀️ [Mask😷Required],NJ Walk n' Talk (FKA Exit-9),11,40.4656,-74.3237,44173,https://www.meetup.com/njwalkntalk/events/275771245,NJ,Old Bridge,Maple St,https://www.google.com/maps/search/?api=1&query=40.382328%2C-74.349820
653,NJ,Sayreville,Social,Sip.Create.SingYourHeartOut,Sip & Socialize,27,40.4656,-74.3237,44173,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,NJ,Rahway,275 E Grand Ave,https://www.google.com/maps/search/?api=1&query=40.608810%2C-74.267690
654,NJ,Linden,Outdoors & Adventure,Watchung reservation Historic village walk,Trail Shrinks,40,40.6251,-74.2381,42361,https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/?api=1&query=40.675438%2C-74.363270
655,NJ,Linden,Outdoors & Adventure,A Hiker's Dozen,Staten Island Hiking Meetup,9,40.6251,-74.2381,42361,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275849241,NY,Staten Island,1 Eton Pl,https://www.google.com/maps/search/?api=1&query=1+Eton+Pl%2C+Staten+Island%2C+NY%2C+10314%2C+us
656,NJ,Linden,Outdoors & Adventure,Watchung Reservation 7+ miles,"Hiking, Biking, Camping & Music",25,40.6251,-74.2381,42361,https://www.meetup.com/Hiking-Biking-Camping-Music/events/273373811,NJ,Mountainside,452 New Providence Rd,https://www.google.com/maps/search/?api=1&query=40.682884%2C-74.372770
657,NJ,Linden,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.6251,-74.2381,42361,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us
658,NJ,Linden,Tech,Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,40.6251,-74.2381,42361,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/?api=1&query=40.678790%2C-74.232350
659,NJ,Linden,Health & Wellness,Simply Meditate for one hour ~  Everyone Welcome!,Meditation in Maplewood and Millburn,1,40.6251,-74.2381,42361,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275830466,NJ,Vauxhall,2933 Vauxhall Road,https://www.google.com/maps/search/?api=1&query=2933+Vauxhall+Road%2C+Vauxhall%2C+NJ%2C+07088%2C+us
660,NJ,Linden,Health & Wellness,KISSS,Keeping It Simple self improvement Group,1,40.6251,-74.2381,42361,https://www.meetup.com/East-Orange-Learning-Meetup/events/275896717,NJ,Edison,55 Parsonage Rd,https://www.google.com/maps/search/?api=1&query=Barnes+%26+Noble%2C+55+Parsonage+Rd%2C+Edison%2C+NJ%2C+08837%2C+us&query_place_id=ChIJu3iolGq2w4kR6wetWrGJ-nY
661,NJ,Linden,Health & Wellness,Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,1,40.6251,-74.2381,42361,https://www.meetup.com/NJdivorcesupport/events/275896761,NJ,edison,1551 US Highway 1 South,https://www.google.com/maps/search/?api=1&query=40.545746%2C-74.330841
662,NJ,Linden,Food & Drink,WALK THE GREENWAY ,Metuchen Walking Meetup,8,40.6251,-74.2381,42361,https://www.meetup.com/Metuchen-Walking-Meetup/events/275581128,NJ,Edison,Pierson Ave,https://www.google.com/maps/search/?api=1&query=40.534199%2C-74.348579
665,NJ,Linden,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,40.6251,-74.2381,42361,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/?api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us
666,NJ,Linden,LGBTQ,Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,40.6251,-74.2381,42361,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/?api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us
