Unnamed: 0,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link,city_event_lat,city_event_lng
755,NJ,Fort Lee,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,40.8509,-73.9712,38605,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.7281575,-74.0776417
757,NJ,Fort Lee,Hobbies & Crafts,Creating Art,The New York City Crochet/Knitting Meetup Group,3,40.8509,-73.9712,38605,https://www.meetup.com/crochet-471/events/275865143,NY,New York,158 E 115th St,https://www.google.com/maps/search/?api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.7127281,-74.0060152
759,NJ,Fort Lee,Social,Winter Hike Series: Central Park Full Loop,PLACES NYC,83,40.8509,-73.9712,38605,https://www.meetup.com/placesnyc/events/275567902,NY,New York,Grand Army Plaza,https://www.google.com/maps/search/?api=1&query=Grand+Army+Plaza%2C+Grand+Army+Plaza%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJ36kJb_BYwokROPefLSa2Knk,40.7127281,-74.0060152
762,NJ,Fort Lee,Social,Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,33,40.8509,-73.9712,38605,https://www.meetup.com/E-W-N-Y-C/events/275551803,NY,New York,102 W 73rd St,https://www.google.com/maps/search/?api=1&query=40.778040%2C-73.978680,40.7127281,-74.0060152
763,NJ,Fort Lee,Social,"All My Single Ladies, All My Single Ladies! Let's Brunch!","NJ Ladies - Create, Travel & Dine Together",3,40.8509,-73.9712,38605,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275835687,NJ,Rutherford,40 Park Ave,https://www.google.com/maps/search/?api=1&query=40.828106%2C-74.102615,40.826489,-74.1068091
764,NJ,Fort Lee,Social,Vision Board 2021,Flawless Ladies of NYC,11,40.8509,-73.9712,38605,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,NY,TBD,TBD,https://www.google.com/maps/search/?api=1&query=TBD%2C+TBD%2C+NY%2C+10001%2C+us,13.524834,2.109823
765,NJ,Fort Lee,Social,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,40.8509,-73.9712,38605,https://www.meetup.com/GilligansAdventures/events/275885441,NJ,Paramus,300 Bergen Town Center,https://www.google.com/maps/search/?api=1&query=40.914055%2C-74.057270,40.9452911,-74.0735899
767,NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,4,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,NY,New York,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ",https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY+%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
768,NJ,Fort Lee,Social,Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,40.8509,-73.9712,38605,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
770,NJ,Fort Lee,Social,***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,NY,New York,350 W 50th St,https://www.google.com/maps/search/?api=1&query=40.762880%2C-73.987976,40.7127281,-74.0060152
771,NJ,Fort Lee,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,40.8509,-73.9712,38605,https://www.meetup.com/jerseychess/events/275828886,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/?api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752
772,NJ,Fort Lee,Social,Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",2,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Social/events/275529639,NY,New York,W 67th St,https://www.google.com/maps/search/?api=1&query=40.774240%2C-73.981140,40.7127281,-74.0060152
773,NJ,Fort Lee,Social,"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,NY,New York,60 E 41st St,https://www.google.com/maps/search/?api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM,40.7127281,-74.0060152
774,NJ,Fort Lee,Social,Dinner at Brasserie 8 1/2,NYC,5,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269316083,NY,New York,W 57th St,https://www.google.com/maps/search/?api=1&query=40.763763%2C-73.975010,40.7127281,-74.0060152
775,NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,40.8509,-73.9712,38605,https://www.meetup.com/Singles-NYC-International/events/275473516,NY,New York,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
776,NJ,Fort Lee,Social,Museum of Ice Cream- TBD,Classy Dimes NYC ✨✨✨,4,40.8509,-73.9712,38605,https://www.meetup.com/classy-dimes-nyc/events/275615173,NY,New York ,558 Broadway Avenue,https://www.google.com/maps/search/?api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us,40.7127281,-74.0060152
777,NJ,Fort Lee,Social,A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,40.8509,-73.9712,38605,https://www.meetup.com/bayridgefriends/events/275852084,NY,New York,405 W 44th St,https://www.google.com/maps/search/?api=1&query=40.760090%2C-73.992110,40.7127281,-74.0060152
778,NJ,Bridgeton,Outdoors & Adventure,Cohanzick Zoo and Bridgeton City Park,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,25,39.4286,-75.2281,33379,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275615155,NJ,Bridgeton,45 Mayor Aitken Dr,https://www.google.com/maps/search/?api=1&query=39.440968%2C-75.238914,39.427337,-75.2340768
779,NJ,Bridgeton,Movements,Field Trip - Parvin State Park,Gloucester County Nature Club,12,39.4286,-75.2281,33379,https://www.meetup.com/Gloucester-County-Nature-Club/events/275638255,NJ,Pittsgrove,701 Almond Rd,https://www.google.com/maps/search/?api=1&query=39.510567%2C-75.132690,39.528263,-75.131146
780,NJ,Franklin,Outdoors & Adventure,Skiing/snowboarding & Snow Tubing at Mountain Creek NJ (transportation provided),"NY to Anywhere, Road Trips Meetup Group (car not needed)",14,41.1101,-74.5886,33153,https://www.meetup.com/New-York-Roadtrips-Meetup-Group/events/275395162,NJ,Vernon Township,200 NJ-94,https://www.google.com/maps/search/?api=1&query=41.190758%2C-74.505450,41.1984287,-74.4832132
781,NJ,Franklin,Outdoors & Adventure,Pequannock Watershed - Echo Lake and Kanouse Mountain ,Trail Shrinks,37,41.1101,-74.5886,33153,https://www.meetup.com/trailshrinks/events/273158875,NJ,Newfoundland,Paterson Hamburg Turnpike,https://www.google.com/maps/search/?api=1&query=41.046380%2C-74.436356,41.0464861,-74.4351546
782,NJ,Franklin,Health & Wellness,Book of the Month Club,Tree of Health Spirit-Mind-Body Wellness Group,4,41.1101,-74.5886,33153,https://www.meetup.com/Tree-of-Health-Spirit-Mind-Body-Wellness-Group/events/275550946,NJ,Newton,55 Newton Sparta Rd,https://www.google.com/maps/search/?api=1&query=41.042610%2C-74.733086,41.0582103,-74.7530943
784,NJ,Franklin,Beliefs,Get-together,Crossover Now Christian Meetup Group,1,41.1101,-74.5886,33153,https://www.meetup.com/crossover-now-christian-meetup-group/events/274845999,NJ,Newton,36 Hampton House Rd,https://www.google.com/maps/search/?api=1&query=Hampton+Diner%2C+36+Hampton+House+Rd%2C+Newton%2C+NJ%2C+07860%2C+us&query_place_id=ChIJJf8a3Mtvw4kR41Xa6G9HP0Q,41.0582103,-74.7530943
785,NJ,Franklin,Beliefs,Group Meditation - on hiatus,Bodhi Monastery Buddhist Dharma Discussion,1,41.1101,-74.5886,33153,https://www.meetup.com/Bodhi-Monastery/events/275823336,NJ,Lafayette,67 Lawrence Rd,https://www.google.com/maps/search/?api=1&query=41.050331%2C-74.713173,41.0984301,-74.6884965
786,NY,New York,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,40.6943,-73.9249,18713220,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752
787,NY,New York,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,40.6943,-73.9249,18713220,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752
788,NY,New York,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180,40.7127281,-74.0060152
789,NY,New York,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.6943,-73.9249,18713220,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050,40.7433066,-74.0323752
791,NY,New York,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,40.6943,-73.9249,18713220,https://www.meetup.com/FreeWalkers/events/275895708,NE,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.708190%2C-74.038210,40.7281575,-74.0776417
792,NY,New York,Outdoors & Adventure,Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,24,40.6943,-73.9249,18713220,https://www.meetup.com/AfternoonHiking/events/275489061,NY,New York,Flushing Meadows Pedestrian Bridge & Roosevelt Ave,https://www.google.com/maps/search/?api=1&query=40.754204%2C-73.845550,40.7127281,-74.0060152
793,NY,New York,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,40.6943,-73.9249,18713220,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,NJ,Hoboken,Frank Sinatra Dr,https://www.google.com/maps/search/?api=1&query=40.748386%2C-74.024025,40.7433066,-74.0323752
794,NY,New York,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
796,NY,New York,Outdoors & Adventure,New Year Winter Hike and Bonfire: Level 4,SINGLES TRAVEL AND ADVENTURE!,2,40.6943,-73.9249,18713220,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275696667,NY,New York,from Grand Central Your guide will meet you in Pougkeepsie,https://www.google.com/maps/search/?api=1&query=from+Grand+Central%2C+New+York%2C+ny%2C+10017%2C+us,40.7127281,-74.0060152
797,NY,New York,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,40.6943,-73.9249,18713220,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,NY,Brooklyn,1 Oak St,https://www.google.com/maps/search/?api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck,40.6501038,-73.9495823
798,NY,New York,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.6943,-73.9249,18713220,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140,40.8823215,-74.0831971
799,NY,New York,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.6943,-73.9249,18713220,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.735657,-74.1723667
800,NY,New York,Outdoors & Adventure,Everything has a Silver Lining ,Staten Island Hiking Meetup,3,40.6943,-73.9249,18713220,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275709345,NY,Staten Island,Silver Lake Park Road/Corner of Forest Avenue,https://www.google.com/maps/search/?api=1&query=Silver+Lake+Park+Road%2FCorner+of+Forest+Avenue%2C+Staten+Island%2C+NY%2C+10301%2C+us,40.5834557,-74.1496048
801,NY,New York,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,40.6943,-73.9249,18713220,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320,40.8823215,-74.0831971
802,NY,New York,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.6943,-73.9249,18713220,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823
803,NY,New York,Family,My Gym Little Bundles Classes,JCFamilies,1,40.6943,-73.9249,18713220,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.7281575,-74.0776417
806,NY,New York,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,40.6943,-73.9249,18713220,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/?api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg,40.7127281,-74.0060152
807,NY,New York,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,40.6943,-73.9249,18713220,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,NY,New York,675 3rd Ave,https://www.google.com/maps/search/?api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA,40.7127281,-74.0060152
808,NY,New York,Learning,Jolly January,Humorous Toastmasters,3,40.6943,-73.9249,18713220,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
809,NY,New York,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.6943,-73.9249,18713220,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237,40.8860164,-74.0072568
810,NY,New York,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640,40.7127281,-74.0060152
811,NY,New York,Learning,Toastmasters Meeting,Bay Ridge Toastmasters,1,40.6943,-73.9249,18713220,https://www.meetup.com/Bay-Ridge-Toastmasters/events/275896680,NY,New York,800 Poly Place,https://www.google.com/maps/search/?api=1&query=800+Poly+Place%2C+New+York%2C+NY%2C+11209%2C+us,40.7127281,-74.0060152
812,NY,New York,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,40.6943,-73.9249,18713220,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,NY,New York,See Description Box for,https://www.google.com/maps/search/?api=1&query=40.742947%2C-73.984604,40.7127281,-74.0060152
814,NY,New York,Writing,Astoria Writers Write(!),Astoria Writers Group,6,40.6943,-73.9249,18713220,https://www.meetup.com/astoriawritersgroup/events/274487949,NY,Astoria,3801 35th Ave,https://www.google.com/maps/search/?api=1&query=40.755497%2C-73.922523,40.7720145,-73.9302673
816,NY,New York,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,40.6943,-73.9249,18713220,https://www.meetup.com/Panera-Collective/events/275831786,NY,Brooklyn,345 Adams St.,https://www.google.com/maps/search/?api=1&query=40.692776%2C-73.988472,40.6501038,-73.9495823
818,NY,New York,Writing,NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write!® NYC,1,40.6943,-73.9249,18713220,https://www.meetup.com/shutupandwriteNYC/events/275897875,NY,New York,61 W 62nd St,https://www.google.com/maps/search/?api=1&query=David+Rubenstein+Atrium+at+Lincoln+Center%2C+61+W+62nd+St%2C+New+York%2C+NY%2C+10023%2C+us&query_place_id=ChIJDyq28vVYwokRuzPLGeJGAC0,40.7127281,-74.0060152
820,NY,New York,Music,Learn To Sing Harmony and Enjoy Performing In NYC,Big Apple Chorus,3,40.6943,-73.9249,18713220,https://www.meetup.com/Big-Apple-Chorus/events/275854177,NY,New York,111 East 33rd St.,https://www.google.com/maps/search/?api=1&query=40.746433%2C-73.981026,40.7127281,-74.0060152
823,NY,New York,Music,Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,40.6943,-73.9249,18713220,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/?api=1&query=40.719975%2C-74.045036,40.7281575,-74.0776417
824,NY,New York,Music,Unique Art,Artists Meetup,2,40.6943,-73.9249,18713220,https://www.meetup.com/Artists-Meetup/events/275865117,NY,New York,158 E. 115th Street,https://www.google.com/maps/search/?api=1&query=40.797600%2C-73.941902,40.7127281,-74.0060152
825,NY,New York,Music,Welcome to Social Travelers! ,Social Travelers of New York City,1,40.6943,-73.9249,18713220,https://www.meetup.com/SocialTravelersNYC/events/275873575,NY,Brooklyn,"147 Prince Street, 4th Floor",https://www.google.com/maps/search/?api=1&query=147+Prince+Street%2C+4th+Floor%2C+Brooklyn%2C+ny%2C+11201%2C+us,40.6501038,-73.9495823
826,NY,New York,Music,UPDATE: SING-ACT-PLAY Private Lessons/Events for Singers/Actors/Instrumentalists,SOMETHING TO SING ABOUT IN NEW YORK,1,40.6943,-73.9249,18713220,https://www.meetup.com/SOMETHING-TO-SING-ABOUT-IN-NEW-YORK/events/275887007,NY,New York,484 W 43rd St,https://www.google.com/maps/search/?api=1&query=40.760002%2C-73.994858,40.7127281,-74.0060152
827,NY,New York,Music,Bring your Songs & Sing Live,Recording Artists and Songwriters Team,2,40.6943,-73.9249,18713220,https://www.meetup.com/Recording-Artists-and-Songwriters-Team/events/275274150,NY,Brooklyn,243 78th St,https://www.google.com/maps/search/?api=1&query=40.629810%2C-74.029884,40.6501038,-73.9495823
828,NY,New York,Music,Musician Network & Jam Session,Musician Network & Jam Sessions Meetup,1,40.6943,-73.9249,18713220,https://www.meetup.com/Brooklyn-Jam-Sessions-Meetup/events/275856020,NY,Brooklyn,227 Utica Avenue,https://www.google.com/maps/search/?api=1&query=40.670956%2C-73.930641,40.6501038,-73.9495823
829,NY,New York,Music,Acoustic Tuesday’s,Acoustic Tuesdays,1,40.6943,-73.9249,18713220,https://www.meetup.com/meetup-group-gncSsqbT/events/275875615,NY,Brooklyn,769 Washington Avenue,https://www.google.com/maps/search/?api=1&query=40.673817%2C-73.962820,40.6501038,-73.9495823
831,NY,New York,LGBTQ,Brunch @Blvd Bistro,KINGZ,5,40.6943,-73.9249,18713220,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,NY,New York ,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/?api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.7127281,-74.0060152
832,NY,New York,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.6943,-73.9249,18713220,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
834,NY,New York,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.6943,-73.9249,18713220,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084,40.7896239,-73.9598939
835,NY,New York,LGBTQ,"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,40.6943,-73.9249,18713220,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/?api=1&query=40.767810%2C-73.962010,40.7127281,-74.0060152
836,NY,New York,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.6943,-73.9249,18713220,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620,40.7127281,-74.0060152
837,NY,New York,Book Clubs,A Discussion of “Sense & Sensibility” by Jane Austen ,Jane Austen Book Club NYC,10,40.6943,-73.9249,18713220,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/?api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,40.7127281,-74.0060152
839,NY,New York,Book Clubs,Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,NY,New York,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/?api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us,40.7127281,-74.0060152
840,NY,New York,Book Clubs,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,40.6943,-73.9249,18713220,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823
841,NY,New York,Pets,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,40.6943,-73.9249,18713220,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152
842,NY,New York,Pets,New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,40.6943,-73.9249,18713220,https://www.meetup.com/basenji-nyc/events/275923078,NY,10012,Sullivan St & Washington Square S,https://www.google.com/maps/search/?api=1&query=40.730667%2C-73.998860,40.7250765,-73.998072
843,NY,New York,Pets,Weekday Mutt Meetup,Harlem Meer Mutts Club,3,40.6943,-73.9249,18713220,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
845,NY,New York,Hobbies & Crafts,"LIMITED ATTENDEES: Spoon Carving: Green Wood, Carving Axe, and Knife",Brooklyn Woodworking with Hand Tools,2,40.6943,-73.9249,18713220,https://www.meetup.com/Brooklyn-Woodworking-with-Hand-Tools/events/275891222,NY,Brooklyn,513 Johnson Avenue #13,https://www.google.com/maps/search/?api=1&query=40.708736%2C-73.926689,40.6501038,-73.9495823
846,NY,New York,Hobbies & Crafts,Creating Art,The New York City Crochet/Knitting Meetup Group,3,40.6943,-73.9249,18713220,https://www.meetup.com/crochet-471/events/275865143,NY,New York,158 E 115th St,https://www.google.com/maps/search/?api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.7127281,-74.0060152
847,NY,Brooklyn,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.6501,-73.9496,2559903,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823
848,NY,Brooklyn,Family,My Gym Little Bundles Classes,JCFamilies,1,40.6501,-73.9496,2559903,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.7281575,-74.0776417
851,NY,Brooklyn,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,40.6501,-73.9496,2559903,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/?api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg,40.7127281,-74.0060152
